"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","gene_id"
"ENSMUSG00000050071.8",74.4659148075665,-8.66825379062027,3.0271516943161,8.08708277643783e-07,6.26525338635879e-06,"Bex1","ENSMUSG00000050071"
"ENSMUSG00000050157.5",831.411191616856,13.8400542053171,2.96665874829441,7.67837934265971e-19,1.51021814023008e-17,"Gm867","ENSMUSG00000050157"
"ENSMUSG00000050473.4",113.076276262915,-9.25621036264171,3.00468203638826,4.66257280385122e-08,4.24741616657951e-07,"Slc35d3","ENSMUSG00000050473"
"ENSMUSG00000050747.10",24.5328790349878,8.30099892937052,3.61198715382864,0.000133709069458161,0.000680196345044421,"Trim15","ENSMUSG00000050747"
"ENSMUSG00000050982.8",411.287843983293,14.1646447912956,3.08334407918776,3.72808229996813e-18,7.1138192992388e-17,"Apol10a","ENSMUSG00000050982"
"ENSMUSG00000051839.6",41967.8197034056,8.50388995194076,0.612027644604206,4.04160364387455e-45,1.76439385188968e-43,"Gypa","ENSMUSG00000051839"
"ENSMUSG00000051910.9",54516.689800636,8.49667750537132,0.264842766982334,1.24139263875975e-226,7.94059500062322e-224,"Sox6","ENSMUSG00000051910"
"ENSMUSG00000052305.5",209148.695170762,12.093786090233,0.408817782740174,5.46433589741946e-194,2.23309193674542e-191,"Hbb-b1","ENSMUSG00000052305"
"ENSMUSG00000052730.5",103.594531933287,-9.8098793690101,3.10615598415062,2.22229066429715e-08,2.10523762093624e-07,"Gm5111","ENSMUSG00000052730"
"ENSMUSG00000053168.5",158.211078405176,-9.98721524382346,3.07922664552713,4.84643190729019e-09,4.9206836590789e-08,NA,"ENSMUSG00000053168"
"ENSMUSG00000054450.1",35.0777947823446,9.89347786962535,3.82814365721094,3.71400343190678e-05,0.000212691391553961,NA,"ENSMUSG00000054450"
"ENSMUSG00000055546.6",117.939355414986,11.5222610797161,3.03446340693407,1.23370734317482e-10,1.46373406716032e-09,"Timd4","ENSMUSG00000055546"
"ENSMUSG00000055833.10",101.360727459636,11.6045134543395,3.11018339083192,2.60969144014739e-10,3.01364053904618e-09,"1700034H15Rik","ENSMUSG00000055833"
"ENSMUSG00000055835.9",146.215804631737,-9.15757628320569,3.49576339581643,1.34418817340066e-05,8.46562346193087e-05,"Zfp1","ENSMUSG00000055835"
"ENSMUSG00000055963.8",90.9328879319502,-8.30187344633968,3.84569953160204,0.000188040051600814,0.000927698715644103,"Triqk","ENSMUSG00000055963"
"ENSMUSG00000056738.7",1863.16793107301,16.6363053493819,2.91673241816027,1.39592624399124e-24,3.36669949206543e-23,"A730036I17Rik","ENSMUSG00000056738"
"ENSMUSG00000058183.10",225.348165962205,12.8392531326588,3.01683249352675,2.46121827920033e-14,3.76789212524404e-13,"Mmel1","ENSMUSG00000058183"
"ENSMUSG00000063911.4",43.3414597171559,8.40345132505232,3.59725712539377,0.000121032744355109,0.000621946816259992,"Tdgf1-ps2","ENSMUSG00000063911"
"ENSMUSG00000064357.1",243097.387501786,8.46467527069366,0.690615225425359,7.45895862407918e-36,2.52848385431919e-34,"ATP6","ENSMUSG00000064357"
"ENSMUSG00000064899.1",164.240587453385,11.7473681618534,3.27261156220225,6.35259138952604e-09,6.42332127303829e-08,"Snord118","ENSMUSG00000064899"
"ENSMUSG00000068105.6",161.450730650199,-8.5345736893456,2.92219409615578,3.77483294930309e-07,3.05643050908899e-06,"Tnfrsf13c","ENSMUSG00000068105"
"ENSMUSG00000068263.7",141.654680209048,-9.54021311960321,3.04112233255894,2.33476427504117e-08,2.20843879632566e-07,"Efcc1","ENSMUSG00000068263"
"ENSMUSG00000069814.6",3033.02514745558,13.2613228172209,0.765230830841296,5.09505412849949e-65,3.47029797863354e-63,"Ccdc92b","ENSMUSG00000069814"
"ENSMUSG00000069917.7",931108.23042673,13.1149854480505,0.337930493652044,0,0,"Hba-a2","ENSMUSG00000069917"
"ENSMUSG00000069919.7",93591.8295277631,12.2663030262765,0.432732763945461,2.11014616112156e-177,7.39154055295722e-175,"Hba-a1","ENSMUSG00000069919"
"ENSMUSG00000070822.4",66.6107747644577,-8.39625089063388,3.06010197734775,2.9978208373136e-06,2.10821893683354e-05,"Zscan18","ENSMUSG00000070822"
"ENSMUSG00000071064.9",118.243265796456,-8.50254767824714,3.5464807023873,5.6835288232094e-05,0.000312817343984499,"Zfp827","ENSMUSG00000071064"
"ENSMUSG00000071855.4",74.5511209326394,-8.25785135333909,3.39749278490894,4.43539535099761e-05,0.000249917795495507,"Ccdc112","ENSMUSG00000071855"
"ENSMUSG00000072589.3",233.803988909436,13.1271421133559,3.07719385710281,2.75070039734531e-14,4.18926544987e-13,"Gm10371","ENSMUSG00000072589"
"ENSMUSG00000073063.3",643.196304635049,14.7951479064643,3.0671704066068,5.987439420358e-21,1.27293654266339e-19,"Hbq1b","ENSMUSG00000073063"
"ENSMUSG00000073125.6",121.699176253372,-9.51074124537606,3.58288125877273,1.13809055842891e-05,7.25597056618245e-05,"Xlr3b","ENSMUSG00000073125"
"ENSMUSG00000073400.6",29025.4166607174,10.6145358442558,0.551900613768424,2.4062140746566e-83,2.44139458388606e-81,"Trim10","ENSMUSG00000073400"
"ENSMUSG00000073940.3",238770.829454594,11.7430810396067,0.219041610877916,0,0,"Hbb-bt","ENSMUSG00000073940"
"ENSMUSG00000073988.9",107.154487193843,-8.94911431314217,3.00058603282005,1.80478005760589e-07,1.52160024111735e-06,"Ttpa","ENSMUSG00000073988"
"ENSMUSG00000074213.2",262.380734191349,8.59914769608396,1.59692877409599,2.01007713527103e-09,2.13056590879736e-08,NA,"ENSMUSG00000074213"
"ENSMUSG00000075184.2",4772.9595992674,17.8146272524186,2.91816785690561,4.88388242436773e-31,1.4486225449052e-29,"F930017D23Rik","ENSMUSG00000075184"
"ENSMUSG00000075569.5",86.5717878032949,10.2037904780763,3.01747764139929,3.0719461184822e-08,2.85498871099875e-07,"Pms2","ENSMUSG00000075569"
"ENSMUSG00000078486.3",238.260411238863,10.3492374349704,1.56969010386106,8.83905022595909e-12,1.14471925109428e-10,"Perm1","ENSMUSG00000078486"
"ENSMUSG00000078487.4",49.1057701488025,9.02103183682277,3.45103550100051,3.01148658580762e-05,0.000176513906973712,"Ankrd65","ENSMUSG00000078487"
"ENSMUSG00000078721.1",131.472634727817,10.5122992178622,1.61905663094015,2.34748184579813e-11,2.93176170758762e-10,"Spata31f1a","ENSMUSG00000078721"
"ENSMUSG00000078783.1",35.9787751983561,8.85744037708428,4.16482043712842,0.00022152920639071,0.00106751971320672,"Sirpd","ENSMUSG00000078783"
"ENSMUSG00000079645.2",304.902025720563,13.7035496194222,3.05018581745577,3.4994358309428e-14,5.3021318171813e-13,NA,"ENSMUSG00000079645"
"ENSMUSG00000079694.2",21.5701158934623,8.48814062409151,3.93816841188064,0.000247751121560576,0.00118026334223994,"Gm14862","ENSMUSG00000079694"
"ENSMUSG00000081662.1",285.996175308782,14.1563056994529,3.2551697326857,3.02034638624382e-17,5.54056559032657e-16,NA,"ENSMUSG00000081662"
"ENSMUSG00000082101.3",28313.7453045702,20.8124956474353,3.10043092127033,1.56291304387216e-42,6.33431865053641e-41,"Slfn14","ENSMUSG00000082101"
"ENSMUSG00000082357.1",174.127262194487,10.8730706294418,2.90709832451425,1.13454097053301e-09,1.23548236554269e-08,NA,"ENSMUSG00000082357"
"ENSMUSG00000082806.1",101.993429149105,11.6720281466211,2.98793416948405,9.49174756788894e-11,1.13438334864973e-09,"Rpl13-ps1","ENSMUSG00000082806"
"ENSMUSG00000083207.1",38.9556042397792,8.68188122353551,3.35055059883076,3.56736095796989e-05,0.000205091889072501,"Gm14780","ENSMUSG00000083207"
"ENSMUSG00000083285.2",146.949917474002,11.0469273956888,2.90564171676791,3.12503248015495e-11,3.86024163291685e-10,NA,"ENSMUSG00000083285"
"ENSMUSG00000083457.1",142.566382882793,11.8439554424031,3.20819809653948,1.12558601563714e-08,1.11213038697472e-07,NA,"ENSMUSG00000083457"
"ENSMUSG00000083756.1",74.7315326397922,9.37786608340699,3.2652731850365,7.99112101580396e-06,5.22338545584475e-05,NA,"ENSMUSG00000083756"
"ENSMUSG00000083876.1",112.360990958851,11.7302975205752,3.05912820500728,5.8273351800762e-11,7.07805514694074e-10,NA,"ENSMUSG00000083876"
"ENSMUSG00000085006.3",90.6927421853768,10.329674864937,2.90273315327595,2.85465289315916e-08,2.66482572107599e-07,NA,"ENSMUSG00000085006"
"ENSMUSG00000085307.1",26.8041994235757,8.36754199522604,4.97727945514014,0.000776825847345112,0.00330403638801425,NA,"ENSMUSG00000085307"
"ENSMUSG00000085447.1",28.85869373107,8.94635909303145,3.59072554667432,5.812261428209e-05,0.000319424692311583,"9530026F06Rik","ENSMUSG00000085447"
"ENSMUSG00000085483.1",1016.6976750317,11.2727927905485,0.859803323132218,5.55097287930797e-38,2.0114756896645e-36,NA,"ENSMUSG00000085483"
"ENSMUSG00000085873.1",207.472943743452,12.8427779318837,3.03173480722962,1.1470879456684e-14,1.80298695049931e-13,"Ttc39aos1","ENSMUSG00000085873"
"ENSMUSG00000086127.1",47.4729203876496,8.16821112406403,2.27616664481195,1.44107068640154e-05,9.01021331846133e-05,NA,"ENSMUSG00000086127"
"ENSMUSG00000086199.3",146.766828167712,12.3953225784631,3.04097818493811,7.16730711177865e-13,1.00233291091718e-11,"Bcas3os1","ENSMUSG00000086199"
"ENSMUSG00000087382.3",141.115055014407,10.8450325139709,2.93691420523474,2.20275431097282e-10,2.55373691276848e-09,"Ctcflos","ENSMUSG00000087382"
"ENSMUSG00000087528.1",293.33474853877,11.4250198976724,1.4857777142156,2.32706108391931e-14,3.56993979839634e-13,NA,"ENSMUSG00000087528"
"ENSMUSG00000087739.1",30.2499913659055,8.00923650361164,3.40062935774633,0.00010377067344005,0.000540221549384339,"Gm24644","ENSMUSG00000087739"
"ENSMUSG00000089746.1",105.697898110208,11.1972660839316,3.46680578670364,8.64469456034146e-07,6.67615466518339e-06,NA,"ENSMUSG00000089746"
"ENSMUSG00000089910.1",56.85298451008,9.3508070123404,4.49089962182197,0.000256759305441832,0.0012185299682775,NA,"ENSMUSG00000089910"
