"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","gene_id"
"ENSMUSG00000021302.9",868.168101030608,1.13836418898839,0.272673907274846,1.48385343153658e-05,9.24627347935883e-05,"Ggps1","ENSMUSG00000021302"
"ENSMUSG00000021319.6",52.1091921901764,2.43654550105095,1.47238758474851,0.00648875310391182,0.0208798196992018,"Sfrp4","ENSMUSG00000021319"
"ENSMUSG00000021322.7",200.222571573277,2.72295845506218,0.731791713831249,2.11295113273086e-05,0.000127400561740723,"Aoah","ENSMUSG00000021322"
"ENSMUSG00000021357.9",2287.441405232,0.542693187565309,0.217509499071267,0.0106314588817734,0.0319439944327894,"Exoc2","ENSMUSG00000021357"
"ENSMUSG00000021360.11",2877.72808717955,-4.01818068087995,0.446523490371007,1.44670769197583e-20,3.04056622347833e-19,"Gcnt2","ENSMUSG00000021360"
"ENSMUSG00000021361.6",4082.71376850099,2.79122994759096,0.338744321790515,2.10683168119374e-17,3.88904738942563e-16,"Tmem14c","ENSMUSG00000021361"
"ENSMUSG00000021365.10",1030.4215179997,1.07442345789749,0.372910325094544,0.00198312492210744,0.00755848027306858,"Nedd9","ENSMUSG00000021365"
"ENSMUSG00000021371.4",688.859013917695,-1.53338067405266,0.359385964083926,5.94261044053347e-06,3.97941214388386e-05,"Mcur1","ENSMUSG00000021371"
"ENSMUSG00000021374.9",7921.8466418981,1.26772910353298,0.210441802865988,7.61138943375851e-10,8.45122727165699e-09,"Nup153","ENSMUSG00000021374"
"ENSMUSG00000021375.9",1367.01710020911,-1.10318050092481,0.226819386638028,6.00803478522281e-07,4.74705734480118e-06,"Kif13a","ENSMUSG00000021375"
"ENSMUSG00000021377.10",31044.3370880337,1.44162784801738,0.190156970476786,1.23888346708009e-14,1.94311871723692e-13,"Dek","ENSMUSG00000021377"
"ENSMUSG00000021392.7",1297.94823933792,-1.22379069790466,0.251137914247458,4.86163147361589e-07,3.8850799695729e-06,"Nol8","ENSMUSG00000021392"
"ENSMUSG00000021395.10",1756.20718074616,-1.49300131830364,0.354551194734836,8.11851913406972e-06,5.29431088211143e-05,"Spin1","ENSMUSG00000021395"
"ENSMUSG00000021420.8",890.096686356331,1.60770500126395,0.327964668617453,2.77081650195452e-07,2.28627326846635e-06,"Fars2","ENSMUSG00000021420"
"ENSMUSG00000021423.5",539.417675304484,2.2250018587534,0.689748953137121,0.000173528711345729,0.000861320648218071,"Ly86","ENSMUSG00000021423"
"ENSMUSG00000021428.8",1608.4536577308,-0.551473270513441,0.229452496051721,0.0133477127622095,0.038663427871161,"Riok1","ENSMUSG00000021428"
"ENSMUSG00000021431.10",1075.77212121613,-1.27949279022728,0.355638639117247,0.000131557912068463,0.00067087695055502,"Snrnp48","ENSMUSG00000021431"
"ENSMUSG00000021457.10",3891.11525440162,-0.460833736649552,0.183991700190079,0.0099203960080928,0.0301859081842939,"Syk","ENSMUSG00000021457"
"ENSMUSG00000021460.12",1756.33247464436,2.94288817068739,0.265041276601618,1.5030921497679e-29,4.31062216518234e-28,"Auh","ENSMUSG00000021460"
"ENSMUSG00000021461.12",698.45785421467,1.08523639710507,0.461439849259457,0.00869334008765997,0.0268859405864313,"Fancc","ENSMUSG00000021461"
"ENSMUSG00000021466.7",576.1641716177,-0.981063375646692,0.439688251161412,0.0135641335067812,0.0391900102419019,"Ptch1","ENSMUSG00000021466"
"ENSMUSG00000021481.7",667.809024011664,2.67920219855532,0.364929322962098,2.83567622047911e-14,4.30975914831494e-13,"Zfp346","ENSMUSG00000021481"
"ENSMUSG00000021483.7",44.910079253143,-6.55578199104223,3.27169251797577,0.00040487239257177,0.00184940249779988,"Cdk20","ENSMUSG00000021483"
"ENSMUSG00000021485.9",1549.67203260549,3.28936581189833,0.411746814925417,1.21735944983954e-16,2.18412100317553e-15,"Mxd3","ENSMUSG00000021485"
"ENSMUSG00000021495.8",891.693403224753,0.87381969084039,0.287017164687675,0.00147111135171935,0.00581800812002557,"Fam193b","ENSMUSG00000021495"
"ENSMUSG00000021497.9",356.435428243547,-1.19912253875983,0.552246907150572,0.0116328041472033,0.0345252803336001,"Txndc15","ENSMUSG00000021497"
"ENSMUSG00000021510.10",768.341720277522,-0.95532575413914,0.435842593713615,0.0148518509309858,0.0422876777427255,"Zfp729a","ENSMUSG00000021510"
"ENSMUSG00000021520.4",2378.68768652667,-0.921244583724241,0.373190944023055,0.00767916221066321,0.0241092263003152,"Uqcrb","ENSMUSG00000021520"
"ENSMUSG00000021540.12",1639.26423637135,-1.46974269860726,0.59391985565401,0.00370838286678109,0.0130204538587682,"Smad5","ENSMUSG00000021540"
"ENSMUSG00000021546.13",23009.944688321,-0.655774884388133,0.22090690597894,0.00241257013026914,0.00894724773292655,"Hnrnpk","ENSMUSG00000021546"
"ENSMUSG00000021552.6",359.437251963647,-2.03332873553915,0.819122622153775,0.00181512113606324,0.00699059218684878,"Gkap1","ENSMUSG00000021552"
"ENSMUSG00000021556.7",3274.80324709194,0.905759740860247,0.319122002504479,0.00267122183883282,0.00978561147731783,"Golm1","ENSMUSG00000021556"
"ENSMUSG00000021577.9",5161.37396349897,-0.747545779249629,0.29964741609104,0.00872015234964927,0.0269575291800883,"Sdha","ENSMUSG00000021577"
"ENSMUSG00000021583.6",2844.96699918139,-1.5447700124058,0.246815222366828,1.21558654700619e-10,1.4433986504887e-09,"Erap1","ENSMUSG00000021583"
"ENSMUSG00000021585.8",5664.0634659885,2.23213449409801,0.215246888068232,7.09381278609282e-26,1.81187801578121e-24,"Cast","ENSMUSG00000021585"
"ENSMUSG00000021589.8",590.609326185459,-3.26279431374143,0.906951228143306,2.42614783624857e-05,0.000144625149784801,"Rhobtb3","ENSMUSG00000021589"
"ENSMUSG00000021591.7",1086.17321427175,1.26318523851495,0.459136657608206,0.00235924480103929,0.00876495189719447,"Glrx","ENSMUSG00000021591"
"ENSMUSG00000021608.10",12109.1390349633,4.79770356766742,0.296392662187517,6.04028213946679e-60,3.84695371583703e-58,"Lpcat1","ENSMUSG00000021608"
"ENSMUSG00000021611.8",19.8861961372065,-0.935514368631164,1.81158249600525,0.00431422262555417,0.0148296362773722,"Tert","ENSMUSG00000021611"
"ENSMUSG00000021614.12",131.582915682933,3.07325622538643,1.01083524617051,0.000178486532127547,0.000883841757206488,"Vcan","ENSMUSG00000021614"
"ENSMUSG00000021629.9",1945.99806166752,-0.830608604024949,0.27900573557931,0.00195215450860122,0.00745395721010673,"Slc30a5","ENSMUSG00000021629"
"ENSMUSG00000021636.10",51.2707877315736,-2.28018291749276,1.6890975278856,0.0117058551827402,0.0347070821137592,"Marveld2","ENSMUSG00000021636"
"ENSMUSG00000021646.8",274.419821640042,-1.97681353778313,0.7398448043214,0.00123020838952412,0.00497083928225183,"Mccc2","ENSMUSG00000021646"
"ENSMUSG00000021650.6",725.250392903787,-1.3726385200167,0.462955417436398,0.00103508776489564,0.00426321702047724,"Ptcd2","ENSMUSG00000021650"
"ENSMUSG00000021660.10",10291.0845229519,-0.753468308465135,0.320900125745197,0.0134736359907768,0.0389718789396052,"Btf3","ENSMUSG00000021660"
"ENSMUSG00000021665.7",846.793380492454,0.942165697090749,0.40184875167913,0.0107260432150345,0.0321781296451036,"Hexb","ENSMUSG00000021665"
"ENSMUSG00000021669.10",3006.75375742714,1.18827009339033,0.274718735540441,7.03882200954968e-06,4.65925659036047e-05,"Cert1","ENSMUSG00000021669"
"ENSMUSG00000021676.9",9774.50811872553,-0.989715754648264,0.179162434642129,1.89825173064362e-08,1.82053973019745e-07,"Iqgap2","ENSMUSG00000021676"
"ENSMUSG00000021686.4",3150.80251821847,-0.858771449361331,0.206999084319336,2.11753026897586e-05,0.00012762435607199,"Ap3b1","ENSMUSG00000021686"
"ENSMUSG00000021690.9",3674.07681833164,1.89526306210302,0.314931182062263,3.98290098412351e-10,4.52482156590155e-09,"Jmy","ENSMUSG00000021690"
"ENSMUSG00000021693.15",9728.31726915054,4.20945852246425,0.321483062195836,3.05934076597066e-40,1.18133914301733e-38,"Kif2a","ENSMUSG00000021693"
"ENSMUSG00000021696.8",72.3973519807834,-7.22463927439595,3.7284748078891,0.000471331220844318,0.00211473770084221,"Elovl7","ENSMUSG00000021696"
"ENSMUSG00000021697.8",2780.47179249937,3.12342227650712,0.269749186272843,6.00580160411652e-32,1.82556514875542e-30,"Depdc1b","ENSMUSG00000021697"
