"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_id"
"ENSMUSG00000029530.11",88.5730077289274,-3.28847055235526,0.920581768902189,-3.57216562769522,0.000354041372871954,0.010806341654963,"Ccr9","ENSMUSG00000029530"
"ENSMUSG00000029561.13",1444.44118939244,-2.42534016520269,0.356738592307738,-6.79864813479583,1.05605390836186e-11,4.7080803332787e-09,"Oasl2","ENSMUSG00000029561"
"ENSMUSG00000029601.9",237.282232081714,7.25880498100308,1.5411667151716,4.70994144212028,2.47787973307014e-06,0.000193907269324084,"Iqcd","ENSMUSG00000029601"
"ENSMUSG00000029661.12",109.847197463712,-3.01901570579586,0.797847642621179,-3.7839501485239,0.00015435875424943,0.00563505209061444,"Col1a2","ENSMUSG00000029661"
"ENSMUSG00000029710.11",24.8447985312365,-10.2691706077589,3.39566890438568,-3.02419667432702,0.00249294317634191,0.045787990025396,"Ephb4","ENSMUSG00000029710"
"ENSMUSG00000029866.9",26612.8357564065,2.09131925780903,0.627638892185439,3.33204217241391,0.000862111908752288,0.0207403019202697,"Kel","ENSMUSG00000029866"
"ENSMUSG00000029915.10",702.896479232645,-2.01010651497187,0.517988232571434,-3.88060266348746,0.000104197949756023,0.00405545036193283,"Clec5a","ENSMUSG00000029915"
"ENSMUSG00000030077.9",32.3246353653417,-10.4687716173297,3.13088709730883,-3.34370780291892,0.000826667565575482,0.0200691967405058,"Chl1","ENSMUSG00000030077"
"ENSMUSG00000030103.7",333.92367677924,-2.57173833317484,0.746878914506393,-3.44331361245415,0.000574632535584732,0.0150263582518676,"Bhlhe40","ENSMUSG00000030103"
"ENSMUSG00000030148.11",739.693370221608,-2.84639070260658,0.838691835833395,-3.39384572615776,0.000689185054454998,0.0173617988375718,"Clec4a2","ENSMUSG00000030148"
"ENSMUSG00000030187.11",136.320319488747,-4.35264471911834,1.1847692305694,-3.6738333565824,0.000238938596074637,0.00802571832294534,"Klra2","ENSMUSG00000030187"
"ENSMUSG00000030577.9",49.4779965239804,9.49580435796651,2.57050119809772,3.69414508150932,0.000220627814502161,0.0075310357469972,"Cd22","ENSMUSG00000030577"
"ENSMUSG00000030589.11",186.36775178063,-3.25096718361993,0.847679983609327,-3.83513501141985,0.000125495339602926,0.00477076856909109,"Rasgrp4","ENSMUSG00000030589"
"ENSMUSG00000030616.10",27.7755874078139,-7.20261872871711,2.28388305447941,-3.15367230147381,0.00161230019725127,0.0328534078974524,"Sytl2","ENSMUSG00000030616"
"ENSMUSG00000030711.11",87.5360308167715,-6.0176285709193,2.00380914062891,-3.0030946804797,0.00267249273612716,0.0484208289826389,"Sult1a1","ENSMUSG00000030711"
"ENSMUSG00000031119.4",185.904443524949,5.71691546692465,0.960837542104877,5.94992932353662,2.68258300133095e-09,5.97972138114862e-07,"Gpc4","ENSMUSG00000031119"
"ENSMUSG00000031170.10",2699.79823678026,2.32097030979531,0.554843879469888,4.18310518629642,2.87554263074605e-05,0.00144385608134935,"Slc38a5","ENSMUSG00000031170"
"ENSMUSG00000031189.8",26.3660993361856,-7.29997537906545,2.44133969446125,-2.9901514302279,0.00278839174453126,0.0497246295097502,"Aff2","ENSMUSG00000031189"
"ENSMUSG00000031239.5",109.789301392964,-2.48574996879842,0.822913162291745,-3.02067105340229,0.00252215201854279,0.0460942863314306,"Itm2a","ENSMUSG00000031239"
"ENSMUSG00000031375.13",85.8070858784623,-5.41141895730589,1.49915279205436,-3.60965138842877,0.000306608790218925,0.00978487748742043,"Bgn","ENSMUSG00000031375"
"ENSMUSG00000031451.5",177.059993671753,-5.31458555457819,1.20197304140383,-4.42155137553756,9.79947571692078e-06,0.000600707861447244,"Gas6","ENSMUSG00000031451"
"ENSMUSG00000031698.10",7252.11872455654,2.5149722832255,0.520102082060289,4.83553588799895,1.32787413703598e-06,0.000114243767860078,"Mylk3","ENSMUSG00000031698"
"ENSMUSG00000031778.8",26.7357128174014,-7.38079320106181,2.05055958176221,-3.59940440975575,0.000318946847881629,0.0100688937503675,"Cx3cl1","ENSMUSG00000031778"
"ENSMUSG00000031803.7",336.607934788757,-6.31986172551526,1.54868482435374,-4.08079269980094,4.48823708878742e-05,0.00206993555016428,"B3gnt3","ENSMUSG00000031803"
"ENSMUSG00000031824.10",806.124417867198,-2.80776461273664,0.711379717674516,-3.94692812147521,7.91603092110035e-05,0.00328984878280306,"6430548M08Rik","ENSMUSG00000031824"
"ENSMUSG00000031825.12",144.196367957325,-6.24135711258021,1.19041484445667,-5.24301015032192,1.57977844808416e-07,1.95308407800119e-05,"Crispld2","ENSMUSG00000031825"
"ENSMUSG00000031877.8",5264.22867482134,2.48036486774847,0.645061654329014,3.84515937523603,0.000120474110418959,0.00460367561684085,"Ces2g","ENSMUSG00000031877"
