"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_id"
"ENSMUSG00000004266.11",4269.75197592866,-0.754304458045518,0.228089059444598,-3.30706110973612,0.000942803222053879,0.0221573817937007,"Ptpn6","ENSMUSG00000004266"
"ENSMUSG00000004462.6",1402.46977508621,1.02242407005306,0.250153846330939,4.08718108895454,4.36646289671112e-05,0.00203289247267133,"Tbccd1","ENSMUSG00000004462"
"ENSMUSG00000004609.7",338.010234070583,-2.3996497521965,0.515369431317461,-4.65617401106266,3.22139693510542e-06,0.000240574577204421,"Cd33","ENSMUSG00000004609"
"ENSMUSG00000004655.5",27522.7710001398,2.04718362341674,0.584324680145443,3.50350360506283,0.000459180440052081,0.0128675478743737,"Aqp1","ENSMUSG00000004655"
"ENSMUSG00000004668.10",1560.73465855366,-1.49410061235767,0.481183861254601,-3.10505137986562,0.00190245974210026,0.037670239200241,"Abca13","ENSMUSG00000004668"
"ENSMUSG00000004864.8",74.3525361559289,-4.62583090960777,1.5082043381832,-3.06711152626712,0.00216138198748528,0.0410300023224302,"Mapk13","ENSMUSG00000004864"
"ENSMUSG00000005338.9",199.040676497218,-4.75475786999544,1.47405495748569,-3.22563134152453,0.00125695148145091,0.0274245488323685,"Cadm3","ENSMUSG00000005338"
"ENSMUSG00000005667.6",895.693561604386,1.18025273525139,0.333762991488909,3.53620013407211,0.000405927047559613,0.0118492038168592,"Mthfd2","ENSMUSG00000005667"
"ENSMUSG00000005800.2",2395.91137464149,-3.99183825032827,0.331384981955301,-12.0459238278539,2.03780498741528e-33,2.99801869748535e-29,"Mmp8","ENSMUSG00000005800"
"ENSMUSG00000005802.8",346.312053591077,-1.63709651992137,0.455622344692949,-3.59309972171061,0.00032676745916332,0.0102068001257129,"Slc30a4","ENSMUSG00000005802"
"ENSMUSG00000005883.11",27.4685004975026,-7.83121489342398,2.58715947969097,-3.02695483401719,0.00247030866329698,0.0454587032233288,"Spo11","ENSMUSG00000005883"
"ENSMUSG00000006005.13",17314.9445116812,0.587392774224755,0.164405893978654,3.57282065751864,0.000353156635119501,0.0108017472263578,"Tpr","ENSMUSG00000006005"
"ENSMUSG00000006356.6",157.794405220807,5.00465764998224,0.947930598983138,5.27956124145673,1.29493593605307e-07,1.63214761082347e-05,"Crip2","ENSMUSG00000006356"
"ENSMUSG00000006574.11",164721.011409798,-2.06249637029629,0.634913948469234,-3.2484659933349,0.00116029077243995,0.0259675589263295,"Slc4a1","ENSMUSG00000006574"
"ENSMUSG00000006586.11",812.587527737756,-7.2124629234498,1.45251408192979,-4.96550292570481,6.85232599319911e-07,6.50396258141583e-05,"Runx1t1","ENSMUSG00000006586"
"ENSMUSG00000006920.10",5964.27599477547,-0.989441170598232,0.315673665392977,-3.13437983294075,0.00172217774486854,0.034742374567405,"Ezh1","ENSMUSG00000006920"
